state,read,write,move,next_state
SKIP_0_2_W1,A0,A0,R,SKIP_0_2_W1
SKIP_0_2_W1,A1,A1,R,SKIP_0_2_W1
SKIP_0_2_W1,N,N,R,SKIP_0_2_W1
SKIP_0_2_W1,X,X,R,SKIP_0_2_W1
SKIP_0_2_W1,T,T,R,SKIP_0_2_W1
SKIP_0_2_W1,Z,Z,R,SKIP_0_2_W1
SKIP_0_2_W1,hL,hL,R,SKIP_0_2_W1
SKIP_0_2_W1,hb,hb,R,SKIP_0_2_W1
SKIP_0_2_W1,h0,h0,R,SKIP_0_2_W1
SKIP_0_2_W1,h1,h1,R,SKIP_0_2_W1
SKIP_0_2_W2,B,B,R,SKIP_0_2_W2
SKIP_0_2_W2,0,0,R,SKIP_0_2_D1
SKIP_0_2_W2,1,1,R,SKIP_0_2_D1
SKIP_0_2_W2,#,#,R,SKIP_0_2_W2
SKIP_0_2_W2,C0,C0,R,SKIP_0_2_W2
SKIP_0_2_W2,C1,C1,R,SKIP_0_2_W2
SKIP_0_2_W2,A0,A0,R,SKIP_0_2_W2
SKIP_0_2_W2,A1,A1,R,SKIP_0_2_W2
SKIP_0_2_W2,N,N,R,SKIP_0_2_W2
SKIP_0_2_W2,X,X,R,SKIP_0_2_W2
SKIP_0_2_W2,T,T,R,SKIP_0_2_W2
SKIP_0_2_W2,Z,Z,R,SKIP_0_2_W2
SKIP_0_2_W2,hL,hL,R,SKIP_0_2_W2
SKIP_0_2_W2,hb,hb,R,SKIP_0_2_W2
SKIP_0_2_W2,h0,h0,R,SKIP_0_2_W2
SKIP_0_2_W2,h1,h1,R,SKIP_0_2_W2
SKIP_1_1_D1,B,B,R,SKIP_1_1_D1
SKIP_1_1_D1,0,0,R,SKIP_1_1_D2
SKIP_1_1_D1,1,1,R,SKIP_1_1_D2
SKIP_1_1_D1,#,#,R,SKIP_1_1_D1
SKIP_1_1_D1,C0,C0,R,SKIP_1_1_D1
SKIP_1_1_D1,C1,C1,R,SKIP_1_1_D1
SKIP_1_1_D1,A0,A0,R,SKIP_1_1_D1
SKIP_1_1_D1,A1,A1,R,SKIP_1_1_D1
SKIP_1_1_D1,N,N,R,SKIP_1_1_D1
SKIP_1_1_D1,X,X,R,SKIP_1_1_D1
SKIP_1_1_D1,T,T,R,SKIP_1_1_D1
SKIP_1_1_D1,Z,Z,R,SKIP_1_1_D1
SKIP_1_1_D1,hL,hL,R,SKIP_1_1_D1
SKIP_1_1_D1,hb,hb,R,SKIP_1_1_D1
SKIP_1_1_D1,h0,h0,R,SKIP_1_1_D1
SKIP_1_1_D1,h1,h1,R,SKIP_1_1_D1
SKIP_1_1_D2,B,B,R,SKIP_1_1_D2
SKIP_1_1_D2,0,0,R,SKIP_1_1_NEXT
SKIP_1_1_D2,1,1,R,SKIP_1_1_NEXT
SKIP_1_1_D2,#,#,R,SKIP_1_1_D2
SKIP_1_1_D2,C0,C0,R,SKIP_1_1_D2
SKIP_1_1_D2,C1,C1,R,SKIP_1_1_D2
SKIP_1_1_D2,A0,A0,R,SKIP_1_1_D2
SKIP_1_1_D2,A1,A1,R,SKIP_1_1_D2
SKIP_1_1_D2,N,N,R,SKIP_1_1_D2
SKIP_1_1_D2,X,X,R,SKIP_1_1_D2
SKIP_1_1_D2,T,T,R,SKIP_1_1_D2
SKIP_1_1_D2,Z,Z,R,SKIP_1_1_D2
SKIP_1_1_D2,hL,hL,R,SKIP_1_1_D2
SKIP_1_1_D2,hb,hb,R,SKIP_1_1_D2
SKIP_1_1_D2,h0,h0,R,SKIP_1_1_D2
SKIP_1_1_D2,h1,h1,R,SKIP_1_1_D2
SKIP_1_1_NEXT,B,B,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,0,0,R,SELECT_W1_1
SKIP_1_1_NEXT,1,1,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,#,#,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,C0,C0,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,C1,C1,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,A0,A0,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,A1,A1,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,N,N,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,X,X,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,T,T,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,Z,Z,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,hL,hL,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,hb,hb,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,h0,h0,R,SKIP_1_1_NEXT
SKIP_1_1_NEXT,h1,h1,R,SKIP_1_1_NEXT
SKIP_1_1_W1,B,B,R,SKIP_1_1_W1
SKIP_1_1_W1,0,0,R,SKIP_1_1_W2
SKIP_1_1_W1,1,1,R,SKIP_1_1_W2
SKIP_1_1_W1,#,#,R,SKIP_1_1_W1
SKIP_1_1_W1,C0,C0,R,SKIP_1_1_W1
SKIP_1_1_W1,C1,C1,R,SKIP_1_1_W1
SKIP_1_1_W1,A0,A0,R,SKIP_1_1_W1
SKIP_1_1_W1,A1,A1,R,SKIP_1_1_W1
SKIP_1_1_W1,N,N,R,SKIP_1_1_W1
SKIP_1_1_W1,X,X,R,SKIP_1_1_W1
SKIP_1_1_W1,T,T,R,SKIP_1_1_W1
SKIP_1_1_W1,Z,Z,R,SKIP_1_1_W1
SKIP_1_1_W1,hL,hL,R,SKIP_1_1_W1
SKIP_1_1_W1,hb,hb,R,SKIP_1_1_W1
SKIP_1_1_W1,h0,h0,R,SKIP_1_1_W1
SKIP_1_1_W1,h1,h1,R,SKIP_1_1_W1
SKIP_1_1_W2,B,B,R,SKIP_1_1_W2
SKIP_1_1_W2,0,0,R,SKIP_1_1_D1
SKIP_1_1_W2,1,1,R,SKIP_1_1_D1
SKIP_1_1_W2,#,#,R,SKIP_1_1_W2
SKIP_1_1_W2,C0,C0,R,SKIP_1_1_W2
SKIP_1_1_W2,C1,C1,R,SKIP_1_1_W2
SKIP_1_1_W2,A0,A0,R,SKIP_1_1_W2
SKIP_1_1_W2,A1,A1,R,SKIP_1_1_W2
SKIP_1_1_W2,N,N,R,SKIP_1_1_W2
SKIP_1_1_W2,X,X,R,SKIP_1_1_W2
SKIP_1_1_W2,T,T,R,SKIP_1_1_W2
SKIP_1_1_W2,Z,Z,R,SKIP_1_1_W2
SKIP_1_1_W2,hL,hL,R,SKIP_1_1_W2
SKIP_1_1_W2,hb,hb,R,SKIP_1_1_W2
SKIP_1_1_W2,h0,h0,R,SKIP_1_1_W2
SKIP_1_1_W2,h1,h1,R,SKIP_1_1_W2
SKIP_1_2_D1,B,B,R,SKIP_1_2_D1
SKIP_1_2_D1,0,0,R,SKIP_1_2_D2
SKIP_1_2_D1,1,1,R,SKIP_1_2_D2
SKIP_1_2_D1,#,#,R,SKIP_1_2_D1
SKIP_1_2_D1,C0,C0,R,SKIP_1_2_D1
SKIP_1_2_D1,C1,C1,R,SKIP_1_2_D1
SKIP_1_2_D1,A0,A0,R,SKIP_1_2_D1
SKIP_1_2_D1,A1,A1,R,SKIP_1_2_D1
SKIP_1_2_D1,N,N,R,SKIP_1_2_D1
SKIP_1_2_D1,X,X,R,SKIP_1_2_D1
SKIP_1_2_D1,T,T,R,SKIP_1_2_D1
SKIP_1_2_D1,Z,Z,R,SKIP_1_2_D1
SKIP_1_2_D1,hL,hL,R,SKIP_1_2_D1
SKIP_1_2_D1,hb,hb,R,SKIP_1_2_D1
SKIP_1_2_D1,h0,h0,R,SKIP_1_2_D1
SKIP_1_2_D1,h1,h1,R,SKIP_1_2_D1
SKIP_1_2_D2,B,B,R,SKIP_1_2_D2
SKIP_1_2_D2,0,0,R,SKIP_1_2_NEXT
SKIP_1_2_D2,1,1,R,SKIP_1_2_NEXT
SKIP_1_2_D2,#,#,R,SKIP_1_2_D2
SKIP_1_2_D2,C0,C0,R,SKIP_1_2_D2
SKIP_1_2_D2,C1,C1,R,SKIP_1_2_D2
SKIP_1_2_D2,A0,A0,R,SKIP_1_2_D2
SKIP_1_2_D2,A1,A1,R,SKIP_1_2_D2
SKIP_1_2_D2,N,N,R,SKIP_1_2_D2
SKIP_1_2_D2,X,X,R,SKIP_1_2_D2
SKIP_1_2_D2,T,T,R,SKIP_1_2_D2
SKIP_1_2_D2,Z,Z,R,SKIP_1_2_D2
SKIP_1_2_D2,hL,hL,R,SKIP_1_2_D2
SKIP_1_2_D2,hb,hb,R,SKIP_1_2_D2
SKIP_1_2_D2,h0,h0,R,SKIP_1_2_D2
SKIP_1_2_D2,h1,h1,R,SKIP_1_2_D2
SKIP_1_2_NEXT,B,B,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,0,0,R,SKIP_1_1_W1
SKIP_1_2_NEXT,1,1,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,#,#,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,C0,C0,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,C1,C1,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,A0,A0,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,A1,A1,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,N,N,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,X,X,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,T,T,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,Z,Z,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,hL,hL,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,hb,hb,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,h0,h0,R,SKIP_1_2_NEXT
SKIP_1_2_NEXT,h1,h1,R,SKIP_1_2_NEXT
SKIP_1_2_W1,B,B,R,SKIP_1_2_W1
SKIP_1_2_W1,0,0,R,SKIP_1_2_W2
SKIP_1_2_W1,1,1,R,SKIP_1_2_W2
SKIP_1_2_W1,#,#,R,SKIP_1_2_W1
SKIP_1_2_W1,C0,C0,R,SKIP_1_2_W1
SKIP_1_2_W1,C1,C1,R,SKIP_1_2_W1
SKIP_1_2_W1,A0,A0,R,SKIP_1_2_W1
SKIP_1_2_W1,A1,A1,R,SKIP_1_2_W1
SKIP_1_2_W1,N,N,R,SKIP_1_2_W1
SKIP_1_2_W1,X,X,R,SKIP_1_2_W1
SKIP_1_2_W1,T,T,R,SKIP_1_2_W1
SKIP_1_2_W1,Z,Z,R,SKIP_1_2_W1
SKIP_1_2_W1,hL,hL,R,SKIP_1_2_W1
SKIP_1_2_W1,hb,hb,R,SKIP_1_2_W1
SKIP_1_2_W1,h0,h0,R,SKIP_1_2_W1
SKIP_1_2_W1,h1,h1,R,SKIP_1_2_W1
SKIP_1_2_W2,B,B,R,SKIP_1_2_W2
SKIP_1_2_W2,0,0,R,SKIP_1_2_D1
SKIP_1_2_W2,1,1,R,SKIP_1_2_D1
SKIP_1_2_W2,#,#,R,SKIP_1_2_W2
SKIP_1_2_W2,C0,C0,R,SKIP_1_2_W2
SKIP_1_2_W2,C1,C1,R,SKIP_1_2_W2
SKIP_1_2_W2,A0,A0,R,SKIP_1_2_W2
SKIP_1_2_W2,A1,A1,R,SKIP_1_2_W2
SKIP_1_2_W2,N,N,R,SKIP_1_2_W2
SKIP_1_2_W2,X,X,R,SKIP_1_2_W2
SKIP_1_2_W2,T,T,R,SKIP_1_2_W2
SKIP_1_2_W2,Z,Z,R,SKIP_1_2_W2
SKIP_1_2_W2,hL,hL,R,SKIP_1_2_W2
SKIP_1_2_W2,hb,hb,R,SKIP_1_2_W2
SKIP_1_2_W2,h0,h0,R,SKIP_1_2_W2
SKIP_1_2_W2,h1,h1,R,SKIP_1_2_W2
SKIP_1_3_D1,B,B,R,SKIP_1_3_D1
SKIP_1_3_D1,0,0,R,SKIP_1_3_D2
SKIP_1_3_D1,1,1,R,SKIP_1_3_D2
SKIP_1_3_D1,#,#,R,SKIP_1_3_D1
SKIP_1_3_D1,C0,C0,R,SKIP_1_3_D1
SKIP_1_3_D1,C1,C1,R,SKIP_1_3_D1
SKIP_1_3_D1,A0,A0,R,SKIP_1_3_D1
SKIP_1_3_D1,A1,A1,R,SKIP_1_3_D1
SKIP_1_3_D1,N,N,R,SKIP_1_3_D1
SKIP_1_3_D1,X,X,R,SKIP_1_3_D1
SKIP_1_3_D1,T,T,R,SKIP_1_3_D1
SKIP_1_3_D1,Z,Z,R,SKIP_1_3_D1
SKIP_1_3_D1,hL,hL,R,SKIP_1_3_D1
SKIP_1_3_D1,hb,hb,R,SKIP_1_3_D1
SKIP_1_3_D1,h0,h0,R,SKIP_1_3_D1
SKIP_1_3_D1,h1,h1,R,SKIP_1_3_D1
SKIP_1_3_D2,B,B,R,SKIP_1_3_D2
SKIP_1_3_D2,0,0,R,SKIP_1_3_NEXT
SKIP_1_3_D2,1,1,R,SKIP_1_3_NEXT
SKIP_1_3_D2,#,#,R,SKIP_1_3_D2
SKIP_1_3_D2,C0,C0,R,SKIP_1_3_D2
SKIP_1_3_D2,C1,C1,R,SKIP_1_3_D2
SKIP_1_3_D2,A0,A0,R,SKIP_1_3_D2
SKIP_1_3_D2,A1,A1,R,SKIP_1_3_D2
SKIP_1_3_D2,N,N,R,SKIP_1_3_D2
SKIP_1_3_D2,X,X,R,SKIP_1_3_D2
SKIP_1_3_D2,T,T,R,SKIP_1_3_D2
SKIP_1_3_D2,Z,Z,R,SKIP_1_3_D2
SKIP_1_3_D2,hL,hL,R,SKIP_1_3_D2
SKIP_1_3_D2,hb,hb,R,SKIP_1_3_D2
SKIP_1_3_D2,h0,h0,R,SKIP_1_3_D2
SKIP_1_3_D2,h1,h1,R,SKIP_1_3_D2
SKIP_1_3_NEXT,B,B,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,0,0,R,SKIP_1_2_W1
SKIP_1_3_NEXT,1,1,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,#,#,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,C0,C0,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,C1,C1,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,A0,A0,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,A1,A1,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,N,N,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,X,X,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,T,T,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,Z,Z,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,hL,hL,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,hb,hb,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,h0,h0,R,SKIP_1_3_NEXT
SKIP_1_3_NEXT,h1,h1,R,SKIP_1_3_NEXT
SKIP_1_3_W1,B,B,R,SKIP_1_3_W1
SKIP_1_3_W1,0,0,R,SKIP_1_3_W2
SKIP_1_3_W1,1,1,R,SKIP_1_3_W2
SKIP_1_3_W1,#,#,R,SKIP_1_3_W1
SKIP_1_3_W1,C0,C0,R,SKIP_1_3_W1
SKIP_1_3_W1,C1,C1,R,SKIP_1_3_W1
SKIP_1_3_W1,A0,A0,R,SKIP_1_3_W1
SKIP_1_3_W1,A1,A1,R,SKIP_1_3_W1
SKIP_1_3_W1,N,N,R,SKIP_1_3_W1
SKIP_1_3_W1,X,X,R,SKIP_1_3_W1
SKIP_1_3_W1,T,T,R,SKIP_1_3_W1
SKIP_1_3_W1,Z,Z,R,SKIP_1_3_W1
SKIP_1_3_W1,hL,hL,R,SKIP_1_3_W1
SKIP_1_3_W1,hb,hb,R,SKIP_1_3_W1
SKIP_1_3_W1,h0,h0,R,SKIP_1_3_W1
SKIP_1_3_W1,h1,h1,R,SKIP_1_3_W1
SKIP_1_3_W2,B,B,R,SKIP_1_3_W2
SKIP_1_3_W2,0,0,R,SKIP_1_3_D1
SKIP_1_3_W2,1,1,R,SKIP_1_3_D1
SKIP_1_3_W2,#,#,R,SKIP_1_3_W2
SKIP_1_3_W2,C0,C0,R,SKIP_1_3_W2
SKIP_1_3_W2,C1,C1,R,SKIP_1_3_W2
SKIP_1_3_W2,A0,A0,R,SKIP_1_3_W2
SKIP_1_3_W2,A1,A1,R,SKIP_1_3_W2
SKIP_1_3_W2,N,N,R,SKIP_1_3_W2
SKIP_1_3_W2,X,X,R,SKIP_1_3_W2
SKIP_1_3_W2,T,T,R,SKIP_1_3_W2
SKIP_1_3_W2,Z,Z,R,SKIP_1_3_W2
SKIP_1_3_W2,hL,hL,R,SKIP_1_3_W2
SKIP_1_3_W2,hb,hb,R,SKIP_1_3_W2
SKIP_1_3_W2,h0,h0,R,SKIP_1_3_W2
SKIP_1_3_W2,h1,h1,R,SKIP_1_3_W2
SKIP_B_1_D1,B,B,R,SKIP_B_1_D1
SKIP_B_1_D1,0,0,R,SKIP_B_1_D2
SKIP_B_1_D1,1,1,R,SKIP_B_1_D2
SKIP_B_1_D1,#,#,R,SKIP_B_1_D1
SKIP_B_1_D1,C0,C0,R,SKIP_B_1_D1
SKIP_B_1_D1,C1,C1,R,SKIP_B_1_D1
SKIP_B_1_D1,A0,A0,R,SKIP_B_1_D1
SKIP_B_1_D1,A1,A1,R,SKIP_B_1_D1
SKIP_B_1_D1,N,N,R,SKIP_B_1_D1
SKIP_B_1_D1,X,X,R,SKIP_B_1_D1
SKIP_B_1_D1,T,T,R,SKIP_B_1_D1
SKIP_B_1_D1,Z,Z,R,SKIP_B_1_D1
SKIP_B_1_D1,hL,hL,R,SKIP_B_1_D1
SKIP_B_1_D1,hb,hb,R,SKIP_B_1_D1
SKIP_B_1_D1,h0,h0,R,SKIP_B_1_D1
SKIP_B_1_D1,h1,h1,R,SKIP_B_1_D1
SKIP_B_1_D2,B,B,R,SKIP_B_1_D2
SKIP_B_1_D2,0,0,R,SKIP_B_1_NEXT
SKIP_B_1_D2,1,1,R,SKIP_B_1_NEXT
SKIP_B_1_D2,#,#,R,SKIP_B_1_D2
SKIP_B_1_D2,C0,C0,R,SKIP_B_1_D2
SKIP_B_1_D2,C1,C1,R,SKIP_B_1_D2
SKIP_B_1_D2,A0,A0,R,SKIP_B_1_D2
SKIP_B_1_D2,A1,A1,R,SKIP_B_1_D2
SKIP_B_1_D2,N,N,R,SKIP_B_1_D2
SKIP_B_1_D2,X,X,R,SKIP_B_1_D2
SKIP_B_1_D2,T,T,R,SKIP_B_1_D2
SKIP_B_1_D2,Z,Z,R,SKIP_B_1_D2
SKIP_B_1_D2,hL,hL,R,SKIP_B_1_D2
SKIP_B_1_D2,hb,hb,R,SKIP_B_1_D2
SKIP_B_1_D2,h0,h0,R,SKIP_B_1_D2
SKIP_B_1_D2,h1,h1,R,SKIP_B_1_D2
SKIP_B_1_NEXT,B,B,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,0,0,R,SELECT_W1_B
SKIP_B_1_NEXT,1,1,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,#,#,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,C0,C0,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,C1,C1,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,A0,A0,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,A1,A1,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,N,N,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,X,X,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,T,T,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,Z,Z,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,hL,hL,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,hb,hb,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,h0,h0,R,SKIP_B_1_NEXT
SKIP_B_1_NEXT,h1,h1,R,SKIP_B_1_NEXT
SKIP_B_1_W1,B,B,R,SKIP_B_1_W1
SKIP_B_1_W1,0,0,R,SKIP_B_1_W2
SKIP_B_1_W1,1,1,R,SKIP_B_1_W2
SKIP_B_1_W1,#,#,R,SKIP_B_1_W1
SKIP_B_1_W1,C0,C0,R,SKIP_B_1_W1
SKIP_B_1_W1,C1,C1,R,SKIP_B_1_W1
SKIP_B_1_W1,A0,A0,R,SKIP_B_1_W1
SKIP_B_1_W1,A1,A1,R,SKIP_B_1_W1
SKIP_B_1_W1,N,N,R,SKIP_B_1_W1
SKIP_B_1_W1,X,X,R,SKIP_B_1_W1
SKIP_B_1_W1,T,T,R,SKIP_B_1_W1
SKIP_B_1_W1,Z,Z,R,SKIP_B_1_W1
SKIP_B_1_W1,hL,hL,R,SKIP_B_1_W1
SKIP_B_1_W1,hb,hb,R,SKIP_B_1_W1
SKIP_B_1_W1,h0,h0,R,SKIP_B_1_W1
SKIP_B_1_W1,h1,h1,R,SKIP_B_1_W1
SKIP_B_1_W2,B,B,R,SKIP_B_1_W2
SKIP_B_1_W2,0,0,R,SKIP_B_1_D1
SKIP_B_1_W2,1,1,R,SKIP_B_1_D1
SKIP_B_1_W2,#,#,R,SKIP_B_1_W2
SKIP_B_1_W2,C0,C0,R,SKIP_B_1_W2
SKIP_B_1_W2,C1,C1,R,SKIP_B_1_W2
SKIP_B_1_W2,A0,A0,R,SKIP_B_1_W2
SKIP_B_1_W2,A1,A1,R,SKIP_B_1_W2
SKIP_B_1_W2,N,N,R,SKIP_B_1_W2
SKIP_B_1_W2,X,X,R,SKIP_B_1_W2
SKIP_B_1_W2,T,T,R,SKIP_B_1_W2
SKIP_B_1_W2,Z,Z,R,SKIP_B_1_W2
SKIP_B_1_W2,hL,hL,R,SKIP_B_1_W2
SKIP_B_1_W2,hb,hb,R,SKIP_B_1_W2
SKIP_B_1_W2,h0,h0,R,SKIP_B_1_W2
SKIP_B_1_W2,h1,h1,R,SKIP_B_1_W2
START,B,B,R,START
START,0,0,R,START
START,1,1,R,START
START,#,hL,L,INIT_FIND_PROGRAM_LEFT
START,C0,C0,R,START
START,C1,C1,R,START
START,A0,A0,R,START
START,A1,A1,R,START
START,N,N,R,START
START,X,X,R,START
START,T,T,R,START
START,Z,Z,R,START
START,hL,hL,R,START
START,hb,hb,R,START
START,h0,h0,R,START
START,h1,h1,R,START
TARGET_CHECK_MORE,B,B,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,0,0,R,TARGET_RESTORE_JUMP
TARGET_CHECK_MORE,1,1,R,TARGET_RESTORE_JUMP
TARGET_CHECK_MORE,#,#,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,C0,C0,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,C1,C1,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,A0,A0,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,A1,A1,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,N,N,L,TARGET_MORE_TO_LEFT
TARGET_CHECK_MORE,X,X,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,T,T,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,Z,Z,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,hL,hL,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,hb,hb,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,h0,h0,R,TARGET_CHECK_MORE
TARGET_CHECK_MORE,h1,h1,R,TARGET_CHECK_MORE
TARGET_CONSUME,B,B,R,TARGET_CONSUME
TARGET_CONSUME,0,0,R,TARGET_CONSUME
TARGET_CONSUME,1,1,R,TARGET_CONSUME
TARGET_CONSUME,#,#,R,TARGET_CONSUME
TARGET_CONSUME,C0,C0,R,TARGET_CONSUME
TARGET_CONSUME,C1,C1,R,TARGET_CONSUME
TARGET_CONSUME,A0,A0,R,TARGET_CONSUME
TARGET_CONSUME,A1,A1,R,TARGET_CONSUME
TARGET_CONSUME,N,X,L,TARGET_CHECK_MORE
TARGET_CONSUME,X,X,L,TARGET_CONSUME
TARGET_CONSUME,T,T,R,TARGET_CONSUME
TARGET_CONSUME,Z,Z,R,TARGET_CONSUME
TARGET_CONSUME,hL,hL,R,TARGET_CONSUME
TARGET_CONSUME,hb,hb,R,TARGET_CONSUME
TARGET_CONSUME,h0,h0,R,TARGET_CONSUME
TARGET_CONSUME,h1,h1,R,TARGET_CONSUME
TARGET_DONE_FIND_A,B,B,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,0,0,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,1,1,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,#,#,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,C0,C0,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,C1,C1,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,A0,C0,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_FIND_A,A1,C1,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_FIND_A,N,N,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,X,X,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,T,T,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,Z,Z,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,hL,hL,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,hb,hb,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,h0,h0,R,TARGET_DONE_FIND_A
TARGET_DONE_FIND_A,h1,h1,R,TARGET_DONE_FIND_A
TARGET_DONE_TO_BOUNDARY,B,B,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,0,0,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,1,1,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,#,#,R,FETCH_DATA_FIND_HEAD
TARGET_DONE_TO_BOUNDARY,C0,C0,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,C1,C1,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,A0,A0,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,A1,A1,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,N,N,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,X,X,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,T,T,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,Z,Z,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,hL,hL,L,FIND_CURRENT_L
TARGET_DONE_TO_BOUNDARY,hb,hb,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,h0,h0,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_BOUNDARY,h1,h1,R,TARGET_DONE_TO_BOUNDARY
TARGET_DONE_TO_LEFT,B,B,R,TARGET_DONE_FIND_A
TARGET_DONE_TO_LEFT,0,0,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,1,1,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,#,#,R,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,C0,C0,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,C1,C1,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,A0,A0,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,A1,A1,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,N,N,L,TARGET_DONE_TO_LEFT
