state,read,write,move,next_state
MARK_NEXT_1_S,h0,h0,R,MARK_NEXT_1_S
MARK_NEXT_1_S,h1,h1,R,MARK_NEXT_1_S
MARK_NEXT_B_L,B,B,R,MARK_NEXT_B_L
MARK_NEXT_B_L,0,Z,R,GO_HASH_B_L
MARK_NEXT_B_L,1,N,R,MARK_NEXT_CONT_B_L
MARK_NEXT_B_L,#,#,R,MARK_NEXT_B_L
MARK_NEXT_B_L,C0,C0,R,MARK_NEXT_B_L
MARK_NEXT_B_L,C1,C1,R,MARK_NEXT_B_L
MARK_NEXT_B_L,A0,A0,R,MARK_NEXT_B_L
MARK_NEXT_B_L,A1,A1,R,MARK_NEXT_B_L
MARK_NEXT_B_L,N,N,R,MARK_NEXT_B_L
MARK_NEXT_B_L,X,X,R,MARK_NEXT_B_L
MARK_NEXT_B_L,T,T,R,MARK_NEXT_B_L
MARK_NEXT_B_L,Z,Z,R,MARK_NEXT_B_L
MARK_NEXT_B_L,hL,hL,R,MARK_NEXT_B_L
MARK_NEXT_B_L,hb,hb,R,MARK_NEXT_B_L
MARK_NEXT_B_L,h0,h0,R,MARK_NEXT_B_L
MARK_NEXT_B_L,h1,h1,R,MARK_NEXT_B_L
MARK_NEXT_B_R,B,B,R,MARK_NEXT_B_R
MARK_NEXT_B_R,0,Z,R,GO_HASH_B_R
MARK_NEXT_B_R,1,N,R,MARK_NEXT_CONT_B_R
MARK_NEXT_B_R,#,#,R,MARK_NEXT_B_R
MARK_NEXT_B_R,C0,C0,R,MARK_NEXT_B_R
MARK_NEXT_B_R,C1,C1,R,MARK_NEXT_B_R
MARK_NEXT_B_R,A0,A0,R,MARK_NEXT_B_R
MARK_NEXT_B_R,A1,A1,R,MARK_NEXT_B_R
MARK_NEXT_B_R,N,N,R,MARK_NEXT_B_R
MARK_NEXT_B_R,X,X,R,MARK_NEXT_B_R
MARK_NEXT_B_R,T,T,R,MARK_NEXT_B_R
MARK_NEXT_B_R,Z,Z,R,MARK_NEXT_B_R
MARK_NEXT_B_R,hL,hL,R,MARK_NEXT_B_R
MARK_NEXT_B_R,hb,hb,R,MARK_NEXT_B_R
MARK_NEXT_B_R,h0,h0,R,MARK_NEXT_B_R
MARK_NEXT_B_R,h1,h1,R,MARK_NEXT_B_R
MARK_NEXT_B_S,B,B,R,MARK_NEXT_B_S
MARK_NEXT_B_S,0,Z,R,GO_HASH_B_S
MARK_NEXT_B_S,1,N,R,MARK_NEXT_CONT_B_S
MARK_NEXT_B_S,#,#,R,MARK_NEXT_B_S
MARK_NEXT_B_S,C0,C0,R,MARK_NEXT_B_S
MARK_NEXT_B_S,C1,C1,R,MARK_NEXT_B_S
MARK_NEXT_B_S,A0,A0,R,MARK_NEXT_B_S
MARK_NEXT_B_S,A1,A1,R,MARK_NEXT_B_S
MARK_NEXT_B_S,N,N,R,MARK_NEXT_B_S
MARK_NEXT_B_S,X,X,R,MARK_NEXT_B_S
MARK_NEXT_B_S,T,T,R,MARK_NEXT_B_S
MARK_NEXT_B_S,Z,Z,R,MARK_NEXT_B_S
MARK_NEXT_B_S,hL,hL,R,MARK_NEXT_B_S
MARK_NEXT_B_S,hb,hb,R,MARK_NEXT_B_S
MARK_NEXT_B_S,h0,h0,R,MARK_NEXT_B_S
MARK_NEXT_B_S,h1,h1,R,MARK_NEXT_B_S
MARK_NEXT_CONT_0_L,B,B,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,0,T,R,GO_HASH_0_L
MARK_NEXT_CONT_0_L,1,N,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,#,#,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,C0,C0,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,C1,C1,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,A0,A0,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,A1,A1,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,N,N,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,X,X,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,T,T,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,Z,Z,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,hL,hL,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,hb,hb,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,h0,h0,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_L,h1,h1,R,MARK_NEXT_CONT_0_L
MARK_NEXT_CONT_0_R,B,B,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,0,T,R,GO_HASH_0_R
MARK_NEXT_CONT_0_R,1,N,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,#,#,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,C0,C0,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,C1,C1,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,A0,A0,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,A1,A1,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,N,N,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,X,X,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,T,T,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,Z,Z,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,hL,hL,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,hb,hb,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,h0,h0,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_R,h1,h1,R,MARK_NEXT_CONT_0_R
MARK_NEXT_CONT_0_S,B,B,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,0,T,R,GO_HASH_0_S
MARK_NEXT_CONT_0_S,1,N,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,#,#,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,C0,C0,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,C1,C1,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,A0,A0,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,A1,A1,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,N,N,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,X,X,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,T,T,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,Z,Z,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,hL,hL,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,hb,hb,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,h0,h0,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_0_S,h1,h1,R,MARK_NEXT_CONT_0_S
MARK_NEXT_CONT_1_L,B,B,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,0,T,R,GO_HASH_1_L
MARK_NEXT_CONT_1_L,1,N,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,#,#,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,C0,C0,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,C1,C1,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,A0,A0,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,A1,A1,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,N,N,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,X,X,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,T,T,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,Z,Z,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,hL,hL,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,hb,hb,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,h0,h0,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_L,h1,h1,R,MARK_NEXT_CONT_1_L
MARK_NEXT_CONT_1_R,B,B,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,0,T,R,GO_HASH_1_R
MARK_NEXT_CONT_1_R,1,N,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,#,#,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,C0,C0,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,C1,C1,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,A0,A0,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,A1,A1,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,N,N,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,X,X,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,T,T,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,Z,Z,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,hL,hL,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,hb,hb,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,h0,h0,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_R,h1,h1,R,MARK_NEXT_CONT_1_R
MARK_NEXT_CONT_1_S,B,B,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,0,T,R,GO_HASH_1_S
MARK_NEXT_CONT_1_S,1,N,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,#,#,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,C0,C0,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,C1,C1,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,A0,A0,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,A1,A1,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,N,N,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,X,X,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,T,T,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,Z,Z,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,hL,hL,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,hb,hb,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,h0,h0,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_1_S,h1,h1,R,MARK_NEXT_CONT_1_S
MARK_NEXT_CONT_B_L,B,B,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,0,T,R,GO_HASH_B_L
MARK_NEXT_CONT_B_L,1,N,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,#,#,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,C0,C0,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,C1,C1,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,A0,A0,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,A1,A1,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,N,N,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,X,X,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,T,T,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,Z,Z,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,hL,hL,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,hb,hb,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,h0,h0,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_L,h1,h1,R,MARK_NEXT_CONT_B_L
MARK_NEXT_CONT_B_R,B,B,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,0,T,R,GO_HASH_B_R
MARK_NEXT_CONT_B_R,1,N,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,#,#,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,C0,C0,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,C1,C1,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,A0,A0,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,A1,A1,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,N,N,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,X,X,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,T,T,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,Z,Z,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,hL,hL,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,hb,hb,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,h0,h0,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_R,h1,h1,R,MARK_NEXT_CONT_B_R
MARK_NEXT_CONT_B_S,B,B,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,0,T,R,GO_HASH_B_S
MARK_NEXT_CONT_B_S,1,N,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,#,#,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,C0,C0,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,C1,C1,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,A0,A0,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,A1,A1,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,N,N,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,X,X,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,T,T,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,Z,Z,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,hL,hL,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,hb,hb,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,h0,h0,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_B_S,h1,h1,R,MARK_NEXT_CONT_B_S
MARK_NEXT_CONT_L_L,B,B,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,0,T,R,GO_HASH_L_L
MARK_NEXT_CONT_L_L,1,N,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,#,#,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,C0,C0,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,C1,C1,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,A0,A0,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,A1,A1,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,N,N,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,X,X,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,T,T,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,Z,Z,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,hL,hL,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,hb,hb,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,h0,h0,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_L,h1,h1,R,MARK_NEXT_CONT_L_L
MARK_NEXT_CONT_L_R,B,B,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,0,T,R,GO_HASH_L_R
MARK_NEXT_CONT_L_R,1,N,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,#,#,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,C0,C0,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,C1,C1,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,A0,A0,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,A1,A1,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,N,N,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,X,X,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,T,T,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,Z,Z,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,hL,hL,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,hb,hb,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,h0,h0,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_R,h1,h1,R,MARK_NEXT_CONT_L_R
MARK_NEXT_CONT_L_S,B,B,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,0,T,R,GO_HASH_L_S
MARK_NEXT_CONT_L_S,1,N,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,#,#,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,C0,C0,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,C1,C1,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,A0,A0,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,A1,A1,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,N,N,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,X,X,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,T,T,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,Z,Z,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,hL,hL,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,hb,hb,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,h0,h0,R,MARK_NEXT_CONT_L_S
MARK_NEXT_CONT_L_S,h1,h1,R,MARK_NEXT_CONT_L_S
MARK_NEXT_L_L,B,B,R,MARK_NEXT_L_L
MARK_NEXT_L_L,0,Z,R,GO_HASH_L_L
MARK_NEXT_L_L,1,N,R,MARK_NEXT_CONT_L_L
MARK_NEXT_L_L,#,#,R,MARK_NEXT_L_L
MARK_NEXT_L_L,C0,C0,R,MARK_NEXT_L_L
MARK_NEXT_L_L,C1,C1,R,MARK_NEXT_L_L
MARK_NEXT_L_L,A0,A0,R,MARK_NEXT_L_L
MARK_NEXT_L_L,A1,A1,R,MARK_NEXT_L_L
MARK_NEXT_L_L,N,N,R,MARK_NEXT_L_L
MARK_NEXT_L_L,X,X,R,MARK_NEXT_L_L
MARK_NEXT_L_L,T,T,R,MARK_NEXT_L_L
MARK_NEXT_L_L,Z,Z,R,MARK_NEXT_L_L
MARK_NEXT_L_L,hL,hL,R,MARK_NEXT_L_L
MARK_NEXT_L_L,hb,hb,R,MARK_NEXT_L_L
MARK_NEXT_L_L,h0,h0,R,MARK_NEXT_L_L
MARK_NEXT_L_L,h1,h1,R,MARK_NEXT_L_L
MARK_NEXT_L_R,B,B,R,MARK_NEXT_L_R
MARK_NEXT_L_R,0,Z,R,GO_HASH_L_R
MARK_NEXT_L_R,1,N,R,MARK_NEXT_CONT_L_R
MARK_NEXT_L_R,#,#,R,MARK_NEXT_L_R
MARK_NEXT_L_R,C0,C0,R,MARK_NEXT_L_R
MARK_NEXT_L_R,C1,C1,R,MARK_NEXT_L_R
MARK_NEXT_L_R,A0,A0,R,MARK_NEXT_L_R
MARK_NEXT_L_R,A1,A1,R,MARK_NEXT_L_R
MARK_NEXT_L_R,N,N,R,MARK_NEXT_L_R
MARK_NEXT_L_R,X,X,R,MARK_NEXT_L_R
MARK_NEXT_L_R,T,T,R,MARK_NEXT_L_R
MARK_NEXT_L_R,Z,Z,R,MARK_NEXT_L_R
MARK_NEXT_L_R,hL,hL,R,MARK_NEXT_L_R
MARK_NEXT_L_R,hb,hb,R,MARK_NEXT_L_R
MARK_NEXT_L_R,h0,h0,R,MARK_NEXT_L_R
MARK_NEXT_L_R,h1,h1,R,MARK_NEXT_L_R
MARK_NEXT_L_S,B,B,R,MARK_NEXT_L_S
MARK_NEXT_L_S,0,Z,R,GO_HASH_L_S
MARK_NEXT_L_S,1,N,R,MARK_NEXT_CONT_L_S
MARK_NEXT_L_S,#,#,R,MARK_NEXT_L_S
MARK_NEXT_L_S,C0,C0,R,MARK_NEXT_L_S
MARK_NEXT_L_S,C1,C1,R,MARK_NEXT_L_S
MARK_NEXT_L_S,A0,A0,R,MARK_NEXT_L_S
MARK_NEXT_L_S,A1,A1,R,MARK_NEXT_L_S
MARK_NEXT_L_S,N,N,R,MARK_NEXT_L_S
MARK_NEXT_L_S,X,X,R,MARK_NEXT_L_S
MARK_NEXT_L_S,T,T,R,MARK_NEXT_L_S
MARK_NEXT_L_S,Z,Z,R,MARK_NEXT_L_S
MARK_NEXT_L_S,hL,hL,R,MARK_NEXT_L_S
MARK_NEXT_L_S,hb,hb,R,MARK_NEXT_L_S
MARK_NEXT_L_S,h0,h0,R,MARK_NEXT_L_S
MARK_NEXT_L_S,h1,h1,R,MARK_NEXT_L_S
MARK_RIGHT_HEAD,B,hb,L,UPDATE_BACK_HASH_DATA
MARK_RIGHT_HEAD,0,h0,L,UPDATE_BACK_HASH_DATA
MARK_RIGHT_HEAD,1,h1,L,UPDATE_BACK_HASH_DATA
MARK_RIGHT_HEAD,#,#,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,C0,C0,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,C1,C1,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,A0,A0,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,A1,A1,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,N,N,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,X,X,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,T,T,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,Z,Z,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,hL,hL,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,hb,hb,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,h0,h0,R,MARK_RIGHT_HEAD
MARK_RIGHT_HEAD,h1,h1,R,MARK_RIGHT_HEAD
RESOLVE_NEXT,B,B,R,RESOLVE_NEXT
RESOLVE_NEXT,0,0,L,RESOLVE_NEXT
RESOLVE_NEXT,1,1,L,RESOLVE_NEXT
RESOLVE_NEXT,#,#,R,RESOLVE_NEXT
RESOLVE_NEXT,C0,C0,L,RESOLVE_NEXT
RESOLVE_NEXT,C1,C1,L,RESOLVE_NEXT
RESOLVE_NEXT,A0,A0,L,RESOLVE_NEXT
RESOLVE_NEXT,A1,A1,L,RESOLVE_NEXT
RESOLVE_NEXT,N,N,L,RESOLVE_NEXT
RESOLVE_NEXT,X,X,L,RESOLVE_NEXT
RESOLVE_NEXT,T,T,L,TARGET_FIND_PROGRAM_LEFT
RESOLVE_NEXT,Z,0,R,HALT_TO_BOUNDARY
RESOLVE_NEXT,hL,hL,R,RESOLVE_NEXT
RESOLVE_NEXT,hb,hb,R,RESOLVE_NEXT
RESOLVE_NEXT,h0,h0,R,RESOLVE_NEXT
RESOLVE_NEXT,h1,h1,R,RESOLVE_NEXT
SELECT_D1_0,B,B,R,SELECT_D1_0
SELECT_D1_0,0,0,R,SELECT_D2_0_0
SELECT_D1_0,1,1,R,SELECT_D2_0_1
SELECT_D1_0,#,#,R,SELECT_D1_0
SELECT_D1_0,C0,C0,R,SELECT_D1_0
SELECT_D1_0,C1,C1,R,SELECT_D1_0
SELECT_D1_0,A0,A0,R,SELECT_D1_0
SELECT_D1_0,A1,A1,R,SELECT_D1_0
SELECT_D1_0,N,N,R,SELECT_D1_0
SELECT_D1_0,X,X,R,SELECT_D1_0
SELECT_D1_0,T,T,R,SELECT_D1_0
SELECT_D1_0,Z,Z,R,SELECT_D1_0
SELECT_D1_0,hL,hL,R,SELECT_D1_0
SELECT_D1_0,hb,hb,R,SELECT_D1_0
SELECT_D1_0,h0,h0,R,SELECT_D1_0
SELECT_D1_0,h1,h1,R,SELECT_D1_0
SELECT_D1_1,B,B,R,SELECT_D1_1
SELECT_D1_1,0,0,R,SELECT_D2_1_0
SELECT_D1_1,1,1,R,SELECT_D2_1_1
SELECT_D1_1,#,#,R,SELECT_D1_1
SELECT_D1_1,C0,C0,R,SELECT_D1_1
SELECT_D1_1,C1,C1,R,SELECT_D1_1
SELECT_D1_1,A0,A0,R,SELECT_D1_1
SELECT_D1_1,A1,A1,R,SELECT_D1_1
SELECT_D1_1,N,N,R,SELECT_D1_1
SELECT_D1_1,X,X,R,SELECT_D1_1
SELECT_D1_1,T,T,R,SELECT_D1_1
SELECT_D1_1,Z,Z,R,SELECT_D1_1
SELECT_D1_1,hL,hL,R,SELECT_D1_1
SELECT_D1_1,hb,hb,R,SELECT_D1_1
SELECT_D1_1,h0,h0,R,SELECT_D1_1
SELECT_D1_1,h1,h1,R,SELECT_D1_1
SELECT_D1_B,B,B,R,SELECT_D1_B
SELECT_D1_B,0,0,R,SELECT_D2_B_0
SELECT_D1_B,1,1,R,SELECT_D2_B_1
SELECT_D1_B,#,#,R,SELECT_D1_B
SELECT_D1_B,C0,C0,R,SELECT_D1_B
SELECT_D1_B,C1,C1,R,SELECT_D1_B
SELECT_D1_B,A0,A0,R,SELECT_D1_B
SELECT_D1_B,A1,A1,R,SELECT_D1_B
SELECT_D1_B,N,N,R,SELECT_D1_B
SELECT_D1_B,X,X,R,SELECT_D1_B
SELECT_D1_B,T,T,R,SELECT_D1_B
SELECT_D1_B,Z,Z,R,SELECT_D1_B
SELECT_D1_B,hL,hL,R,SELECT_D1_B
SELECT_D1_B,hb,hb,R,SELECT_D1_B
SELECT_D1_B,h0,h0,R,SELECT_D1_B
SELECT_D1_B,h1,h1,R,SELECT_D1_B
SELECT_D1_L,B,B,R,SELECT_D1_L
SELECT_D1_L,0,0,R,SELECT_D2_L_0
SELECT_D1_L,1,1,R,SELECT_D2_L_1
SELECT_D1_L,#,#,R,SELECT_D1_L
SELECT_D1_L,C0,C0,R,SELECT_D1_L
SELECT_D1_L,C1,C1,R,SELECT_D1_L
SELECT_D1_L,A0,A0,R,SELECT_D1_L
SELECT_D1_L,A1,A1,R,SELECT_D1_L
SELECT_D1_L,N,N,R,SELECT_D1_L
SELECT_D1_L,X,X,R,SELECT_D1_L
SELECT_D1_L,T,T,R,SELECT_D1_L
SELECT_D1_L,Z,Z,R,SELECT_D1_L
SELECT_D1_L,hL,hL,R,SELECT_D1_L
SELECT_D1_L,hb,hb,R,SELECT_D1_L
SELECT_D1_L,h0,h0,R,SELECT_D1_L
SELECT_D1_L,h1,h1,R,SELECT_D1_L
SELECT_D2_0_0,B,B,R,SELECT_D2_0_0
